Code	Name	Block	Version	Radical	Strokes	VStrokes	Pinyin	MorohashiId	NelsonIds	Sources	JSource	Joyo	Jinmei	LinkCodes	LinkNames	LinkType	Meaning	On	Kun
4E45	久	CJK	1.1	4	3		jiǔ	118	153	GHJKTV	J0-3557	Y					long time (ago); time passage, grow late	KYUU KU	HISASHII
4E46	乆	CJK	1.1	4	3		jiǔ	119		GT							long time (ago); time passage, grow late	KYUU KU	HISASHII
4E47	乇	CJK	1.1	4	3		tuō	120		GHJKT	J14-2129						to depend on, to entrust with	TAKU CHAKU	
4E48	么	CJK	1.1	4	3		me	121		GHJKT	J4-212A			5E7A,9EBC,9EBD	幺,麼,麽	Traditional	interrogative particle; repetition of a tune small; tender	EU	
4E49	义	CJK	1.1	3	3		yì	124		GHKT				7FA9	義	Traditional*	right conduct, righteousness	GI	YOI YOSHITOSURU YOKU
4E4B	之	CJK	1.1	4	3		zhī	125	280	GHJKTV	J0-4737		Y				marks preceding phrase as modifier of following phrase; it, him her, them; go to	SHI	YUKU KORE NO
4E4D	乍	CJK	1.1	4	5		zhà	130	172	GHJKTV	J0-4663						first time, for the first time	SAKU SA	TACHIMACHI NAGARA
4E4E	乎	CJK	1.1	4	5		hū	131	170	GHJKTV	J0-3843		Y				interrogative or exclamatory final particle	KO	YO KANA KA
4E4F	乏	CJK	1.1	4	4		fá	133	150	GHJKTV	J0-4B33	Y					lack; poor	BOU	TOBOSHII
4E51	乑	CJK	1.1	4	6		yín	139		GJT	J14-212C						stand side by side	GIN GON	NARABITATSU
4E52	乒	CJK	1.1	4	6		pīng	145		GHKT							used with “pong” (U+4E53 乓) for “ping pong”	HEI	
4E53	乓	CJK	1.1	4	6		pāng	146		GHKT							used with “ping” (U+4E52 乒) for “ping pong”	HAU	
4E55	乕	CJK	1.1	4	7		hǔ	148		GJ	J0-6949						tiger; brave, fierce; surname	KO	TORA
4E56	乖	CJK	1.1	4	8		guāi	149	206	GHJKTV	J0-502A						rebel; crafty, shrewd	KAI	MODORU SOMUKU
4E57	乗	CJK	1.1	4	9		chéng	153	223,225	GJKT	J0-3E68	Y					ride, ascend; avail oneself of; numerary adjunct for vehicles	JOU SHOU	NORU
4E58	乘	CJK	1.1	4	10		chéng	154	225	GHJKTV	J0-502B		Y	4E57	乗	Jinmei	ride, ascend; avail oneself of; numerary adjunct for vehicles	JOU SHOU	NORU
4E59	乙	CJK	1.1	5	1		yǐ	161	260	GHJKTV	J0-3235	Y					second; 2nd heavenly stem	OTSU	KINOTO OTO
4E5A	乚	CJK	1.1	5	1		yǐn	163		GHJT	J14-212F						hidden, mysterious, secret; to conceal; small; minute	IN ON	KAKURERU
4E5C	乜	CJK	1.1	5	2		miē	166		GHJKT	J1-3035						to squint; (Cant.) what? huh?	BA ME	YABUNIRAMI
4E5D	九	CJK	1.1	5	2		jiǔ	167	146	GHJKTV	J0-3665	Y					nine	KYUU KU	KOKONOTSU
4E5E	乞	CJK	1.1	5	3		qǐ	170	262	GHJKTV	J0-3870	Y					beg; request	KOTSU KI	KOU KOI
4E5F	也	CJK	1.1	5	3		yě	171	75	GHJKTV	J0-4C69		Y				also; classical final particle of strong affirmation or identity	YA	NARI MATA
4E62	乢	CJK	1.1	46	4		gài	175		GJT	J0-5626						lid, to cover; to hide; a cover; an umbrella	GAI	KASA FUTA OOU
4E63	乣	CJK	1.1	5	4		jiǔ	176		GJKT	J1-3036							KYUU	
4E68	乨	CJK	1.1	5	6		shǐ	181		GJT	J1-3037						the beginning; to start, to begin, to be the first	SHI	HAJIMERU HAJIMARU
4E69	乩	CJK	1.1	5	6		jī	182		GHJKT	J14-2130						to divine	KEI	URANAU
4E6A	乪	CJK	1.1	5	6		náng	185		GHT							(Cant.) a bend in a river	DOU NOU	KUMA
4E6B	乫	CJK	1.1	5	6		jiā	185		GK									
4E71	乱	CJK	1.1	5	7		luàn	187	3856	GJKTV	J0-4D70	Y					confusion, state of chaos, revolt	RAN	MIDARERU OSAMERU MIDASU
4E73	乳	CJK	1.1	5	8		rǔ	190	266	GHJKTV	J0-467D	Y					breast, nipples; milk, suckle	NYUU	CHICHI CHI
4E74	乴	CJK	1.1	5	8		xué	191		GJT	J1-3039							SETSU ZECHI	HINERU
4E75	乵	CJK	1.1	5	8		yǎn	192		GJT	J1-303A						to enter; to make progress to advance; to urge forward	EN	SUSUMU
4E79	乹	CJK	1.1	5	9		gān	194		GJKT	J1-303B						(Cant.) to clean; dried up	KAN KEN	KAWAKU KAWAKASU
4E7E	乾	CJK	1.1	5	11		qián	204	784	GHJKTV	J0-3425	Y					dry; first hexagram; warming principle of the sun, penetrating and fertilizing, heavenly generative principle (male)	KAN KEN GEN	KAWAKU KAWAKASU INUI
4E7F	乿	CJK	1.1	5	11		zhì	205		GHJKT	J1-303C						to cure, to heal	CHI JI	OSAMERU
4E80	亀	CJK	1.1	5	11		guī	210	5445	GHJKT	J0-3535	Y					turtle or tortoise; cuckold	KI KYUU KIN	KAME
4E81	亁	CJK	1.1	5	12		gān	213		GHT							dry; dried, as opposed to fresh	KEN	
4E82	亂	CJK	1.1	5	13		luàn	214	267	GHJKTV	J0-502C			4E71	乱	Simplified	confusion, state of chaos; create chaos, revolt	RAN RON	MIDARERU
4E83	亃	CJK	1.1	5	13		lǐn	215		GHKT							name of a kind of animal	RIN	URERU
4E84	亄	CJK	1.1	5	13		yì	216		GHKT							greedy, stingy	I	MUSABORU
4E85	亅	CJK	1.1	6	1		jué	224		GHJKT	J0-502D						hook; KangXi radical 6	KETSU	KAGI
4E86	了	CJK	1.1	6	2		le	226	268	GHJKTV	J0-4E3B	Y					to finish; particle of completed action	RYOU	OWARU TSUINI
4E88	予	CJK	1.1	6	4		yǔ	231	271	GHJKTV	J0-4D3D	Y					I, me; to give	YO SHA	ATAERU ARAKAJIME
4E89	争	CJK	1.1	6	6		zhēng	236	186	GHJKT	J0-4168	Y					to dispute, fight, contend, strive	SOU	ARASOU
4E8A	亊	CJK	1.1	6	7		shì			GJ	J0-502F						affair, matter, business; to serve; accident, incident	JI ZU SHI	KOTO TSUKAU KOTOTOSURU
4E8B	事	CJK	1.1	6	8		shì	241	272	GHJKTV	J0-3B76	Y					affair, matter, business; to serve; accident, incident	JI SHI	KOTO TSUKAU KOTOTOSURU
4E8C	二	CJK	1.1	7	2		èr	247	273	GHJKTV	J0-4673	Y					two; twice	NI JI	FUTATSU FUTATABI
4E8D	亍	CJK	1.1	7	3		chù	251		GHJKTV	J13-2E27						to take small steps; Korean place name	CHOKU	TATAZUMU
4E8E	于	CJK	1.1	7	3		yú	252	5	GHJKTV	J0-5032			65BC	於	Traditional	in, on, at; go to; surname	U KU	KOKONI YUKU
4E8F	亏	CJK	1.1	7	3		kuī	253		GKT				8667	虧	Traditional	lose, fail; damage; deficient	U	KAKERU
4E91	云	CJK	1.1	7	4		yún	254	274	GHJKTV	J0-313E		Y				say, speak; clouds	UN	IU
4E92	互	CJK	1.1	7	4		hù	255	14	GHJKTV	J0-385F	Y					mutually, reciprocally	GO KO	TAGAI
4E93	亓	CJK	1.1	7	4		qí	256		GHKT							(archaic form) his, her, its, their; that	KI	
4E94	五	CJK	1.1	7	4		wǔ	257	15	GHJKTV	J0-385E	Y					five; surname	GO	ITSUTSU
4E95	井	CJK	1.1	7	4		jǐng	258	165	GHJKTV	J0-3066	Y					well, mine shaft, pit	SEI SHOU	I IDO
4E96	亖	CJK	1.1	7	4		sì	259		GJT	J1-303E						four	SHI	YO YOTSU YOTTSU YON
4E97	亗	CJK	1.1	7	5		suì	261		GJT	J1-303F						harvest; year; age	SAI SEI	TOSHI YOWAI
4E98	亘	CJK	1.1	7	6		gèn	262	30	GHJKT	J0-4F4B		Y				extend across, through; from	SEN KAN KOU	MOTOMERU WATARI
4E99	亙	CJK	1.1	7	6		gèn	265	18,31	GHJKTV	J0-4F4A		Y	4E98	亘	Jinmei	extend across, through; from	KOU	WATARU WATARI
4E9B	些	CJK	1.1	7	8		xiē	268	276	GHJKTV	J0-3A33		Y				little, few; rather, somewhat	SA SHA	ISASAKA
4E9C	亜	CJK	1.1	7	7		yà	272	43	GJKT	J0-3021	Y					Asia; second; used as a prefix to names	A ATSU OU	TSUGU
4E9D	亝	CJK	1.1	7	8		qí	273		GJT	J14-2131						even, regular, uniform all alike; to arrange	SEI	SOROU HITOSHII HITOSHIKU
4E9E	亞	CJK	1.1	7	8		yà	274	45	GHJKTV	J0-5033		Y	4E9C	亜	Jinmei	Asia; second; used as a prefix to names	A ATSU OU	TSUGU
4E9F	亟	CJK	1.1	7	8		jí	279		GHJKTV	J0-5034						urgently, immediately, extremely	KYOKU KI	SUMIYAKA
4EA0	亠	CJK	1.1	8	2		tóu	286		GHJKT	J0-5035						head; KangXi radical 8	TOU ZU	KEISAN NABEBUTA
4EA1	亡	CJK	1.1	8	3		wáng	287	281	GHJKTV	J0-4B34	Y					death, destroyed; lose, perish	BOU MOU	NAI NAKUNARU HOROBIRU
4EA2	亢	CJK	1.1	8	4		kàng	288	282	GHJKTV	J0-5036						high, proud; violent, excessive; skilled; name	KOU	TAKABURU
4EA3	亣	CJK	1.1	8	4		dà	289		GHT									
4EA4	交	CJK	1.1	8	6		jiāo	291	290	GHJKTV	J0-3872	Y					mix; intersect; exchange, communicate; deliver	KOU KYOU	MAJIWARU MAJIRU KAU
4EA5	亥	CJK	1.1	8	6		hài	292	287	GHJKTV	J0-3067		Y				12th terrestrial branch	GAI KAI	I
4EA6	亦	CJK	1.1	8	6		yì	293	286	GHJKT	J0-4B72		Y				also, too; likewise	EKI YAKU	MATA
4EA8	亨	CJK	1.1	8	7		hēng	295		GHJKTV	J0-357C		Y				smoothly, progressing, no trouble	KYOU KOU HOU	TATEMATSURU TOORU
4EAB	享	CJK	1.1	8	8		xiǎng	298	293	GHJKTV	J0-357D	Y					enjoy	KYOU	SUSUMERU UKERU
4EAC	京	CJK	1.1	8	8		jīng	299	295	GHJKTV	J0-357E	Y					capital city	KYOU KEI KIN	MIYAKO
4EAD	亭	CJK	1.1	8	9		tíng	303	303	GHJKTV	J0-4462	Y					pavilion; erect	TEI CHOU CHIN	AZUMAYA
4EAE	亮	CJK	1.1	8	9		liàng	304	302	GHJKT	J0-4E3C		Y				bright, brilliant, radiant, light	RYOU	AKIRAKA SUKE
4EAF	亯	CJK	1.1	8	9		xiǎng	305		GJT	J1-3041						to receive; to enjoy	KYOU KOU	
4EB0	亰	CJK	1.1	8	9		jīng	307	299	GJKT	J0-5037						capital city	KEI KYOU KIN	MIYAKO
4EB1	亱	CJK	1.1	8	9		yè	309		GT							night, dark; in night; by night	YA	YO YORU
4EB2	亲	CJK	1.1	8	9		qīn	311		GT				89AA	親	Traditional*	relatives, parents; intimate	SHIN	SHITASHII OYA MIZUKARA
4EB3	亳	CJK	1.1	8	10		bó	312		GHJKT	J0-5038						name of district in Anhui; capital of Yin	HAKU BAKU	
4EB4	亴	CJK	1.1	8	12		yòu	327		GKT									
4EB6	亶	CJK	1.1	8	13		dǎn	328		GHJKT	J0-5039						sincere; real, true; truth	TAN SEN ZEN	ATSUI MAKOTO
4EB7	亷	CJK	1.1	8	13		lián			GHT							upright, honorable, honest	REN	KADO YASUI
4EB8	亸	CJK	1.1	8	16		duǒ			G				56B2	嚲	Traditional	read aloud, recite, chant; droop	TA	
4EB9	亹	CJK	1.1	8	22		mén	342		GHJKT	J14-2134						progress; busy, untiring; exert	BI MI BON MON	TSUTOMERU UTSUKUSHII
4EBA	人	CJK	1.1	9	2		rén	344	339	GHJKTV	J0-3F4D	Y					man; people; mankind; someone else	JIN NIN	HITO
4EBB	亻	CJK	1.1	9	2		rén			GHJK	J4-2135			4EBA	人	Semantic*	man; people; mankind; someone else	JIN NIN	HITO
4EBC	亼	CJK	1.1	9	3		jí	345		GHJT	J4-2137						to assemble. to gather together	SHUU JUU	ATSUMARU
4EBD	亽	CJK	1.1	9	3		jí	1416		GK									
4EBE	亾	CJK	1.1	9	3		wáng			GT							death, destroyed; lose, perish	BOU MOU	NAI NAKUNARU HOROBIRU
4EC0	什	CJK	1.1	9	4		shén	348	345	GHJKTV	J0-3D3A						file of ten soldiers; mixed, miscellaneous	SHUU JUU	KUMI TOU MAJIRU
4EC1	仁	CJK	1.1	9	4		rén	349	349	GHJKTV	J0-3F4E	Y					humaneness, benevolence, kindness	JIN NIN NI	HITO ITSUKUSHIMU
4EC2	仂	CJK	1.1	9	4		lè	350	342	GHJKT	J0-503E						surplus or excess; remainder	ROKU RYOKU	AMARI TSUTOMERU
4EC3	仃	CJK	1.1	9	4		dīng	351		GHJKTV	J14-2138						lonely, solitary	TEI	
4EC4	仄	CJK	1.1	9	4		zè	352	815	GHJKTV	J0-503C						slanting, oblique; oblique tones	SOKU SHOKU SHIKI	KATAMUKU HONOKA
4EC5	仅	CJK	1.1	9	4		jǐn	353		GT				50C5	僅	Traditional	only, merely, solely, just	FU DO	
4EC6	仆	CJK	1.1	9	4		pū	354	343	GHJKTV	J0-503D			50D5	僕	Traditional	fall forward; lie prostrate, prone; servant	FU HOKU	TAORERU
4EC7	仇	CJK	1.1	9	4		chóu	355	346	GHJKTV	J0-3558						enemy, hate, hatred, enmity	KYUU GU	ADA KATAKI
4EC8	仈	CJK	1.1	9	4		bā	356		GHJT	J4-2139							HATSU HACHI	
4EC9	仉	CJK	1.1	9	4		zhǎng	357		GHKTV							surname of the mother of Mencius	SHOU	
4ECA	今	CJK	1.1	9	4	5	jīn	358	352	GHJKTV	J0-3A23	Y					now, today, modern era	KON KIN	IMA
4ECB	介	CJK	1.1	9	4		jiè	359	347	GHJKTV	J0-3270	Y					forerunner, herald, harbinger; to lie between; sea shell; to wear armor	KAI	TASUKERU SUKE
4ECC	仌	CJK	1.1	9	4		bīng	360		GT									
4ECD	仍	CJK	1.1	9	4		réng	361	344	GHJKTV	J0-503B						yet, still, as ever; again; keep -ing, continuing	JOU NYOU	YORU SHIKIRINI NAO
4ECE	从	CJK	1.1	9	4		cóng	362		GHJKT	J0-503A			5F9E	從	Traditional	from, by, since, whence, through	JUU SHOU JU	SHITAGAU YORI
4ECF	仏	CJK	1.1	9	4		fó	364	351	GJKT	J0-4A29	Y					Buddha; of Buddhism; merciful person; Buddhist image; the dead (Jap.)	BUTSU FUTSU HOTSU	HOTOKE
4ED0	仐	CJK	1.1	9	4		sǎn	366	341	GJT	J14-213A			5098	傘	Definition	(J) non-standard form of 傘 U+5098, umbrella, parasol, parachute	SAN	KASA
4ED4	仔	CJK	1.1	9	5		zǐ	367	358	GHJKTV	J0-3B46		Y				small thing, child; young animal	SHI SAI	TAERU
4ED5	仕	CJK	1.1	9	5		shì	368	362	GHJKTV	J0-3B45	Y					official; serve government	SHI JI	TSUKAERU TSUKAMATSURU
4ED6	他	CJK	1.1	9	5		tā	370	361	GHJKTV	J0-423E	Y					other, another; he, she, it	TA	HOKA
4ED7	仗	CJK	1.1	9	5		zhàng	371	357	GHJKTV	J0-503F						rely upon; protector; fight; war, weaponry	JOU	YORU MAMORI TSUWAMONO
4ED8	付	CJK	1.1	9	5		fù	373	363	GHJKTV	J0-4955	Y					give, deliver, pay, hand over; entrust	FU	TSUKERU ATAERU TSUKU
4ED9	仙	CJK	1.1	9	5		xiān	374	359	GHJKTV	J0-4067	Y					Taoist super-being, transcendent, immortal	SEN	SENNIN SENTO
4EDA	仚	CJK	1.1	9	5		xiān	375		GHJKT	J14-213C						to fly	KEN	TOBU
4EDB	仛	CJK	1.1	9	5		tuō	376		GJKT	J1-3046						young girl; strange, different	TA TAKU	OTOME YORU
4EDC	仜	CJK	1.1	9	5		hóng	377		GHKT								KOU DA	
4EDD	仝	CJK	1.1	9	5		tóng	378	355	GHJKTV	J0-2138						together, same; surname	DOU	ONAJI
4EDE	仞	CJK	1.1	9	5		rèn	379	356	GHJKTV	J0-5040						ancient unit of measure (8 feet); 'fathom'	JIN	HAKARU
4EDF	仟	CJK	1.1	9	5		qiān	380	156,353	GHJKT	J0-5042						one thousand; leader of one thousand men	SEN	KASHIRA
4EE0	仠	CJK	1.1	9	5		gǎn	381		GJKT	J1-3047							KAN GAN	SOKONAU
4EE1	仡	CJK	1.1	9	5		gē	382		GHJKT	J13-2E28						strong; valiant	KITSU KOCHI GOCHI	ISAMASHII
4EE2	仢	CJK	1.1	9	5		bó	385		GJT	J1-3049							HAKU BAKU SHAKU	MARUKIBASHI
4EE3	代	CJK	1.1	9	5		dài	386	364	GHJKTV	J0-4265	Y					replace, replacement (of person or generation); era, generation	DAI TAI	KAWARU YO SHIRO
4EE4	令	CJK	1.1	9	5		lìng	387	360	GHJKTV	J0-4E61	Y					command, order; 'commandant', magistrate; allow, cause	REI RYOU	IITSUKE OSA
4EE5	以	CJK	1.1	9	5		yǐ	388	348	GHJKTV	J0-304A	Y					by means of; thereby, therefore; consider as; in order to	I	OMOU YUENI MOTTE
4EE6	仦	CJK	1.1	9	5		chào	392		GT									
4EE7	仧	CJK	1.1	9	5		cháng	394		GT									
4EE8	仨	CJK	1.1	9	5		sā	397		GHJKT	J1-304A						(coll.) three (cannot be followed by a measure word)	SA	
4EEB	仫	CJK	1.1	9	5		mù			GHJ	J4-213B								
4EED	仭	CJK	1.1	9	5		rèn			GJK	J0-5041						ancient unit of measure (8 feet); 'fathom'	JIN	HAKARU
4EEE	仮	CJK	1.1	9	6		fǎn	398	382	GHJKT	J0-323E	Y					falsehood, deception; vacation	KA KE	KARI KARIRU KARINI
4EEF	仯	CJK	1.1	9	6		chào	399		GJKT	J1-304B							SOU SHOU BYOU MYOU	SAISAMA
4EF0	仰	CJK	1.1	9	6		yǎng	400	375	GHJKTV	J0-3644	Y					raise the head to look; look up to, rely on, admire	GYOU KOU	AOGU OOSE AORU
4EF1	仱	CJK	1.1	9	6		qián	401		GHJKT	J14-213D							KEN GEN KYOU KIN GON	HOKORU TSUTSUSHIMU
4EF2	仲	CJK	1.1	9	6		zhòng	403	378	GHJKTV	J0-4367	Y					middle brother; go between, mediator; surname	CHUU	NAKA
4EF3	仳	CJK	1.1	9	6		pǐ	404		GHJKT	J1-304D						separate, part company	HI BI	WAKARERU
4EF4	仴	CJK	1.1	9	6		wò	408		GHT								GATSU GACHI	
4EF5	仵	CJK	1.1	9	6		wǔ	409		GHJKT	J14-213E						similar	KO GO	ATARU AETE SAKARAU ONAJI
4EF6	件	CJK	1.1	9	6		jiàn	410	368	GHJKTV	J0-376F	Y					numerary adjunct for article; matter	KEN	KUDARI KUDAN
4EF7	价	CJK	1.1	9	6		jià	412		GHJKTV	J0-5043			50F9	價	Traditional	price, value	KAI	YOI OOKII TSUKAI
4EF8	仸	CJK	1.1	9	6		yǎo	413		GHT									
4EF9	仹	CJK	1.1	9	6		fēng	414		GT									
4EFA	仺	CJK	1.1	9	5		cāng	415		GT									
4EFB	任	CJK	1.1	9	6		rèn	416	374	GHJKTV	J0-4724	Y					trust to, rely on, appoint; to bear, duty, office; allow	NIN	MAKASERU NINAU TAERU
4EFC	仼	CJK	1.1	9	6		wáng	417		GT								KYOU	
4EFD	份	CJK	1.1	9	6		fèn	418		GHJKTV	J13-2E29						portion, part; duty	HIN FUN	AKIRAKA URUWASHII
4EFE	仾	CJK	1.1	9	6		dī	419		GJT	J1-3050						to hang or bow the head, to droop, to lower; low, beneath	TEI HIKUI	HIKUMERU HIKUMARU
4EFF	仿	CJK	1.1	9	6		fǎng	420	365	GHJKTV	J13-2E2A						imitate, copy; as if	HOU BOU	SAMAYOU NARAU KURABERU
4F00	伀	CJK	1.1	9	6		zhōng	421		GHJKT	J14-213F						excited	SHOU SHU	OOYAKE OSORERU
4F01	企	CJK	1.1	9	6		qǐ	422	373	GHJKTV	J0-346B	Y					plan a project; stand on tiptoe	KI	KUWADATERU KUWADATE
4F02	伂	CJK	1.1	9	7		pèi	424		GHJKT	J1-3053							HAI	
4F03	伃	CJK	1.1	9	6		yú	425		GHJKT	J13-2E2B						handsome	YO	UTSUKUSHII
4F04	伄	CJK	1.1	9	6		diào	426		GHT								CHOU	
4F05	伅	CJK	1.1	9	6		dùn	427		GHKT								TON DON	
4F06	伆	CJK	1.1	9	6		wù	428		GT									
4F07	伇	CJK	1.1	9	6		yì	429		GT								EKI YAKU	
4F08	伈	CJK	1.1	9	6		xǐn	430		GHJKT	J1-3055						nervous, fearful	SHIN	OSORERU
4F09	伉	CJK	1.1	9	6		kàng	431	367	GHJKT	J0-5044						compare, match; pair; spouse	KOU	TAGUI NARABU
4F0A	伊	CJK	1.1	9	6		yī	432	372	GHJKTV	J0-304B		Y				third person pronoun; he, she, this, that	I	KORE KARE TADA
4F0B	伋	CJK	1.1	9	6		jí	433		GHJKT	J13-2E2C						deceptive	KYUU	KIBISHII
4F0C	伌	CJK	1.1	9	6		ài	434		GJT	J1-3057							AI A	KURUSHIMU
4F0D	伍	CJK	1.1	9	6		wǔ	435	369	GHJKTV	J0-3860		Y				five, company of five; troops	GO	KUMI ITSUTSU
4F0E	伎	CJK	1.1	9	6		jì	436	371	GHJKTV	J0-346C	Y					talent, skill, ability	KI GI	WAZA
4F0F	伏	CJK	1.1	9	6		fú	438	377	GHJKTV	J0-497A	Y					crouch, crawl, lie hidden, conceal	FUKU FUU BUKU	FUSERU SHITAGAU
4F10	伐	CJK	1.1	9	6		fá	439	370	GHJKTV	J0-4832	Y					cut down, subjugate, attack	BATSU	KIRU UTSU HOKORU
4F11	休	CJK	1.1	9	6		xiū	440	380	GHJKTV	J0-3559	Y					rest, stop; retire; do not!	KYUU KU	YASUMU IKOU YAMERU
4F12	伒	CJK	1.1	9	6		jìn	444		GHJKT	J1-3058							KIN KON	TASUKERU
4F13	伓	CJK	1.1	9	6		pī	446		GHT								HAI HE HI	
4F14	伔	CJK	1.1	9	6		dǎn	448		GHKT								SHIN JIN	
4F15	伕	CJK	1.1	9	6		fū	451		GHJKT	J1-3059						common laborer	FU	MUSUMEMUKO
4F16	伖	CJK	1.1	9	6		tǎng	452		GJT	J14-2140							DO TOU	
4F17	众	CJK	1.1	9	6		zhòng	453		GHJKT	J1-305B			773E	眾	Traditional	multitude, crowd; masses, public	GIN GON	OOI
4F18	优	CJK	1.1	9	6		yōu	454		GHKT				512A	優	Traditional	superior, excellent; actor	YUU U	
4F19	伙	CJK	1.1	9	6		huǒ	457		GHJKT	J1-305C			5925	夥	Traditional	companion, colleague; utensils	KA	HI HO
4F1A	会	CJK	1.1	9	6		huì	460	381	GHJKTV	J0-3271	Y					assemble, meet together; meeting	KAI E	AU ATSUMARU
4F1B	伛	CJK	1.1	9	6		yǔ	461		GT				50B4	傴	Traditional*	humpback; stoop	U	KAGAMU SEMUSHI
4F1C	伜	CJK	1.1	9	6		cuì	462	366	GJKT	J0-5067						deputy, vice-	SAI SOTSU	SEGARE
4F1D	伝	CJK	1.1	9	6		yún	462P	379	GHJKT	J0-4541	Y					summon; propagate, transmit	DEN TEN	TSUTAERU
4F21	伡	CJK	1.1	9	6		chē			G				4FE5	俥	Traditional			KURUMA
4F23	伣	CJK	1.1	9	6		xiàn			G				4FD4	俔	Traditional	like	KEN	UKAGAU
4F29	伩	CJK	1.1	9	6		xìn			GHKTV							trust, believe; letter; (Cant.) small	SHIN	MAKOTO TAYORI MAKASERU
4F2D	伭	CJK	1.1	9	7		xián	463		GHT							dark, somber; deep, profound	KEN SEN	
4F2E	伮	CJK	1.1	9	7		nǔ	464		GJTV	J1-305D						to make a great effort	DO	TSUTOMERU
4F2F	伯	CJK	1.1	9	7		bó	466	397	GHJKTV	J0-476C	Y					older brother; father's elder brother; senior male 'sire'; feudal rank 'count'	HAKU HA	OSA HATAGASHIRA
4F30	估	CJK	1.1	9	7		gū	467	387	GHJKT	J0-5046						merchant; estimate, guess, presume	KO	AKINAU ATAI
4F31	伱	CJK	1.1	9	7		nǐ	470		GJKT	J1-305E						thou, you	JI	
4F32	伲	CJK	1.1	9	7		nì	473		GHKTV							we (Shanghai dialect)	JI	
4F33	伳	CJK	1.1	9	7		xiè	474		GHJKT	J1-3060							SETSU SECHI	OGORU
4F34	伴	CJK	1.1	9	7		bàn	475	396	GHJKTV	J0-483C	Y					companion, comrade, partner; accompany	HAN BAN	TOMONAU TOMO
4F35	伵	CJK	1.1	9	7		xù	477		GJKTV	J1-3061							KYOKU KEKI KI	SABISHII
4F36	伶	CJK	1.1	9	7		líng	478	388	GHJKTV	J0-4E62		Y				lonely, solitary; actor	REI RYOU	WAZAOGI
4F37	伷	CJK	1.1	9	7		zhòu	479		GHJKT	J14-2142						descendent	CHUU	YOTSUGI
4F38	伸	CJK	1.1	9	7		shēn	481	403	GHJKT	J0-3F2D	Y					extend, stretch out, open up; trust	SHIN	NOBIRU NOBASU
4F39	伹	CJK	1.1	9	7		qū	482		GHJT	J1-3063						dull, slow, unskillful	SHO	TSUTANAI
4F3A	伺	CJK	1.1	9	7		cì	483	395	GHJKT	J0-3B47	Y					serve, wait upon, attend; examine	SHI	UKAGAU UKAGAI
4F3B	伻	CJK	1.1	9	7		bēng	484		GHJKT	J1-3064						messenger, emissary; send emissary	HOU HYOU	TSUKAU
4F3C	似	CJK	1.1	9	7		shì	485	376	GHJKTV	J0-3B77	Y					resemble, similar to; as if, seem	JI	NIRU
4F3D	伽	CJK	1.1	9	7		jiā	486	398	GHJKTV	J0-3240		Y				transcription of sanskrit 'gha' in buddhist texts ('samgha', etc.); (nursing; attending; entertainer) (Jap.); temple; in Chinese this character is not used alone	KYA KA GA	TOGI
4F3E	伾	CJK	1.1	9	7		pī	487		GHJKT	J14-2143						mighty	HI BI HAI HE	OOISAMA
4F3F	伿	CJK	1.1	9	7		yì	488		GHKT								I	OKOTARU
4F40	佀	CJK	1.1	9	7		sì	489		GJKT	J1-3066						resemble	SHI JI	HIRU
4F41	佁	CJK	1.1	9	7		yǐ	490		GHKT								AI I CHI SHI JI TAI	OROKANASAMA OMOU
4F42	佂	CJK	1.1	9	7		zhēng	491		GHJKT	J1-3067							YAI SHOU	OSOREAWATERU
4F43	佃	CJK	1.1	9	7		diàn	492	390	GHJKTV	J0-4451		Y				tenant farmer; be a tenant farmer	TEN DEN	TSUKUDA
4F44	佄	CJK	1.1	9	7		hān	493		GT									
4F45	佅	CJK	1.1	9	7		mài	494		GHT									
4F46	但	CJK	1.1	9	7		dàn	495	394	GHJKTV	J0-4322	Y					only; but, however, yet, still	TAN DAN	TADASHI TADA
4F47	佇	CJK	1.1	9	7		zhù	496	391	GHJKT	J0-504A						wait; look towards; turn one's back on	CHO	TATAZUMU
4F48	佈	CJK	1.1	9	7		bù	497		GHJKTV	J13-2E2E						spread, publicize, announce	HO FU	AMANESHI
4F49	佉	CJK	1.1	9	7		qū	499		GHJKT	J13-2E2F						surname; name of a divine being; transliteration of Sanskrit 'kh'	KYO KO KYA KA	
4F4A	佊	CJK	1.1	9	7		bǐ	500		GKTV									
4F4B	佋	CJK	1.1	9	7		zhāo	501		GHJKT	J1-306A						continue, carry on; hand down; to join	SHOU JOU	TASUKERU
4F4C	佌	CJK	1.1	9	8		cǐ	502		GHJKT	J1-306B						small	SHI	CHIISAI
4F4D	位	CJK	1.1	9	7		wèi	503	401	GHJKTV	J0-304C	Y					throne; position, post; rank, status; seat	I	KURAI KURAISURU
4F4E	低	CJK	1.1	9	7		dī	504	406	GHJKTV	J0-4463	Y					low; to lower, hang, bend, bow	TEI	HIKUI
4F4F	住	CJK	1.1	9	7		zhù	505	404	GHJKTV	J0-3D3B	Y					reside, live at, dwell, lodge; stop	JUU	SUMU TODOMARU YAMU
4F50	佐	CJK	1.1	9	7		zuǒ	506	392	GHJKTV	J0-3A34	Y					assist, aid, second; subordinate	SA	TASUKE TASUKERU SUKE
4F51	佑	CJK	1.1	9	7		yòu	507	389	GHJKT	J0-4D24		Y				help, protect, bless	YUU U	TASUKERU
